particle,fluid,phi,T,size,k_ratio
CuO,EG,0.015,50,9.00E-08,1.102253982
CuO,H2O,0.03,45,9.00E-08,1.102517697
CuO,H2O,0.045,35,9.00E-08,1.102547436
CuO,H2O,0.03,35,5.00E-08,1.102566112
CuO,H2O,0.02,35,3.00E-08,1.102578563
Al2O3,H2O,0.035,40,6.00E-08,1.102939106
Al2O3,H2O,0.025,45,5.00E-08,1.102960645
Al2O3,H2O,0.01,55,3.00E-08,1.102975267
CuO,EG,0.015,55,1.25E-07,1.103014162
CuO,H2O,0.05,30,8.00E-08,1.103073802
CuO,H2O,0.01,30,1.00E-08,1.103561462
CuO,H2O,0.025,25,2.00E-08,1.103768794
Al2O3,H2O,0.015,60,6.00E-08,1.104000513
CuO,H2O,0.025,45,7.00E-08,1.104033946
CuO,H2O,0.03,55,1.50E-07,1.104093752
Al2O3,H2O,0.035,50,1.00E-07,1.104116714
Al2O3,H2O,0.04,30,4.00E-08,1.104133361
CuO,H2O,0.05,20,4.00E-08,1.104327171
Al2O3,H2O,0.02,50,5.00E-08,1.104432586
Al2O3,H2O,0.04,55,1.50E-07,1.104457558
Al2O3,H2O,0.05,40,1.00E-07,1.104499947
CuO,H2O,0.035,35,6.00E-08,1.104697459
CuO,H2O,0.04,40,1.00E-07,1.104757502
CuO,H2O,0.005,55,2.00E-08,1.104778207
Al2O3,H2O,0.035,55,1.25E-07,1.104851017
Al2O3,H2O,0.04,45,9.00E-08,1.105208932
CuO,H2O,0.02,55,9.00E-08,1.105264244
CuO,EG,0.015,50,8.00E-08,1.105381227
Al2O3,H2O,0.05,45,1.25E-07,1.105467622
Al2O3,H2O,0.04,40,7.00E-08,1.105485859
CuO,EG,0.01,55,4.00E-08,1.105650072
CuO,H2O,0.02,50,7.00E-08,1.1057665
CuO,EG,0.01,60,6.00E-08,1.105802721
CuO,EG,0.015,45,4.00E-08,1.105870494
CuO,H2O,0.02,40,4.00E-08,1.105999209
Al2O3,H2O,0.03,50,8.00E-08,1.106094394
Al2O3,H2O,0.05,20,3.00E-08,1.106126694
Al2O3,H2O,0.05,25,4.00E-08,1.106239662
CuO,H2O,0.015,50,5.00E-08,1.106287268
Al2O3,H2O,0.03,45,6.00E-08,1.106810496
CuO,H2O,0.05,35,1.00E-07,1.106816355
CuO,H2O,0.045,45,1.50E-07,1.106898167
Al2O3,H2O,0.04,20,2.00E-08,1.106927952
CuO,H2O,0.025,60,1.50E-07,1.10705028
Al2O3,H2O,0.03,55,1.00E-07,1.107165998
CuO,H2O,0.025,50,9.00E-08,1.107242947
Al2O3,H2O,0.02,60,8.00E-08,1.107265246
CuO,H2O,0.035,40,8.00E-08,1.107302115
CuO,EG,0.02,25,1.50E-07,1.107308883
Al2O3,H2O,0.025,55,8.00E-08,1.107319266
CuO,H2O,0.035,25,3.00E-08,1.107385378
Al2O3,H2O,0.025,30,2.00E-08,1.107403096
CuO,EG,0.02,30,1.50E-07,1.107431156
CuO,H2O,0.04,35,7.00E-08,1.107439541
Al2O3,H2O,0.045,35,6.00E-08,1.107458474
CuO,EG,0.015,40,2.00E-08,1.107479884
CuO,EG,0.02,25,1.25E-07,1.107492383
CuO,H2O,0.04,45,1.25E-07,1.107521494
CuO,EG,0.02,20,1.50E-07,1.107598576
CuO,EG,0.005,60,2.00E-08,1.107640087
CuO,EG,0.02,20,1.25E-07,1.107662285
CuO,EG,0.02,35,1.50E-07,1.107714389
Al2O3,H2O,0.04,35,5.00E-08,1.107733341
CuO,EG,0.02,20,1.00E-07,1.107757848
CuO,EG,0.02,25,1.00E-07,1.107767634
CuO,EG,0.02,20,9.00E-08,1.107810939
CuO,EG,0.02,30,1.25E-07,1.107814376
CuO,EG,0.02,20,8.00E-08,1.107877302
CuO,EG,0.02,25,9.00E-08,1.107920551
Al2O3,H2O,0.015,40,2.00E-08,1.107950638
CuO,EG,0.02,20,7.00E-08,1.107962626
CuO,EG,0.02,20,6.00E-08,1.108076392
CuO,EG,0.02,25,8.00E-08,1.108111697
Al2O3,H2O,0.025,20,1.00E-08,1.10812984
CuO,EG,0.02,20,5.00E-08,1.108235664
CuO,EG,0.02,35,1.25E-07,1.108327107
CuO,EG,0.02,25,7.00E-08,1.108357456
CuO,EG,0.02,30,1.00E-07,1.108389206
Al2O3,H2O,0.045,40,8.00E-08,1.108412575
CuO,EG,0.02,20,4.00E-08,1.108474572
Al2O3,H2O,0.05,35,7.00E-08,1.108492324
CuO,H2O,0.01,55,4.00E-08,1.108676512
CuO,EG,0.02,25,6.00E-08,1.108685135
CuO,EG,0.02,30,9.00E-08,1.108708556
Al2O3,H2O,0.02,35,2.00E-08,1.108832812
CuO,EG,0.02,20,3.00E-08,1.108872752
CuO,H2O,0.015,35,2.00E-08,1.108997505
CuO,EG,0.02,40,1.50E-07,1.109066112
CuO,EG,0.02,30,8.00E-08,1.109107743
CuO,EG,0.02,25,5.00E-08,1.109143885
CuO,EG,0.02,35,1.00E-07,1.109246185
CuO,EG,0.015,50,7.00E-08,1.10940197
CuO,EG,0.015,60,1.50E-07,1.109439227
CuO,EG,0.015,55,1.00E-07,1.109538979
CuO,EG,0.02,30,7.00E-08,1.109620985
CuO,EG,0.02,20,2.00E-08,1.109669111
CuO,EG,0.02,35,9.00E-08,1.109756784
CuO,EG,0.02,25,4.00E-08,1.109832011
Al2O3,H2O,0.02,55,6.00E-08,1.109874437
Al2O3,H2O,0.045,45,1.00E-07,1.10998891
CuO,H2O,0.02,45,5.00E-08,1.110014801
Al2O3,H2O,0.03,60,1.25E-07,1.110026461
CuO,H2O,0.05,25,5.00E-08,1.110103758
CuO,EG,0.02,40,1.25E-07,1.110119663
CuO,H2O,0.025,40,5.00E-08,1.110157154
Al2O3,H2O,0.035,35,4.00E-08,1.110298465
CuO,EG,0.02,30,6.00E-08,1.110305306
CuO,H2O,0.015,60,8.00E-08,1.110391261
CuO,EG,0.02,35,8.00E-08,1.110395032
CuO,H2O,0.035,45,1.00E-07,1.11048874
Al2O3,H2O,0.025,60,1.00E-07,1.11052998
CuO,H2O,0.045,30,6.00E-08,1.110540715
CuO,H2O,0.045,35,8.00E-08,1.110563332
Al2O3,H2O,0.035,45,7.00E-08,1.110660347
Al2O3,H2O,0.035,60,1.50E-07,1.110779026
Al2O3,H2O,0.035,30,3.00E-08,1.110865905
CuO,H2O,0.04,30,5.00E-08,1.11089791
CuO,H2O,0.015,25,1.00E-08,1.110978192
CuO,EG,0.02,25,3.00E-08,1.110978887
CuO,H2O,0.02,20,1.00E-08,1.11111465
CuO,EG,0.02,35,7.00E-08,1.111215637
CuO,H2O,0.045,20,3.00E-08,1.1112404
CuO,EG,0.02,30,5.00E-08,1.111263356
Al2O3,H2O,0.05,50,1.50E-07,1.111290396
CuO,H2O,0.05,30,7.00E-08,1.111537751
Al2O3,H2O,0.05,40,9.00E-08,1.1115926
CuO,EG,0.02,40,1.00E-07,1.111699989
Al2O3,H2O,0.025,50,6.00E-08,1.111816849
CuO,EG,0.02,20,1.00E-08,1.112058191
Al2O3,H2O,0.02,25,1.00E-08,1.112091458
CuO,H2O,0.03,45,8.00E-08,1.112284026
CuO,EG,0.02,35,6.00E-08,1.112309777
CuO,H2O,0.02,30,2.00E-08,1.112326694
CuO,H2O,0.015,55,6.00E-08,1.112574817
CuO,EG,0.02,40,9.00E-08,1.112577948
CuO,EG,0.02,30,4.00E-08,1.112700431
CuO,H2O,0.04,40,9.00E-08,1.112701274
CuO,H2O,0.01,50,3.00E-08,1.112799678
Al2O3,H2O,0.035,50,9.00E-08,1.112854527
CuO,EG,0.015,35,1.00E-08,1.112953508
Al2O3,H2O,0.045,25,3.00E-08,1.113014594
CuO,H2O,0.05,40,1.25E-07,1.113073392
CuO,H2O,0.01,60,5.00E-08,1.113160825
CuO,EG,0.015,55,9.00E-08,1.113163877
Al2O3,H2O,0.05,30,5.00E-08,1.113238803
CuO,EG,0.02,25,2.00E-08,1.113272639
CuO,EG,0.02,45,1.50E-07,1.113461083
CuO,H2O,0.035,20,2.00E-08,1.113502893
CuO,H2O,0.035,30,4.00E-08,1.113625012
Al2O3,H2O,0.045,50,1.25E-07,1.113642553
CuO,EG,0.02,40,8.00E-08,1.113675397
CuO,H2O,0.045,25,4.00E-08,1.113708457
CuO,EG,0.02,35,5.00E-08,1.113841573
CuO,H2O,0.05,35,9.00E-08,1.113941596
CuO,H2O,0.03,40,6.00E-08,1.114315098
Al2O3,H2O,0.04,45,8.00E-08,1.114510198
CuO,EG,0.015,50,6.00E-08,1.114762961
Al2O3,H2O,0.035,25,2.00E-08,1.114965193
CuO,EG,0.02,40,7.00E-08,1.115086402
CuO,EG,0.02,30,3.00E-08,1.115095557
Al2O3,H2O,0.015,30,1.00E-08,1.115225553
CuO,EG,0.015,45,3.00E-08,1.115313531
CuO,EG,0.02,45,1.25E-07,1.115475598
CuO,H2O,0.04,50,1.50E-07,1.115666716
CuO,H2O,0.035,50,1.25E-07,1.115887901
Al2O3,H2O,0.005,50,1.00E-08,1.115982789
CuO,EG,0.015,60,1.25E-07,1.116007874
CuO,EG,0.02,35,4.00E-08,1.116139267
CuO,H2O,0.02,55,8.00E-08,1.116473122
CuO,EG,0.01,60,5.00E-08,1.116750466
Al2O3,H2O,0.03,55,9.00E-08,1.116773607
CuO,EG,0.02,40,6.00E-08,1.116967743
Al2O3,H2O,0.045,30,4.00E-08,1.117150031
Al2O3,H2O,0.03,35,3.00E-08,1.1174441
Al2O3,H2O,0.045,55,1.50E-07,1.117514753
Al2O3,H2O,0.04,40,6.00E-08,1.117644693
CuO,EG,0.015,55,8.00E-08,1.117695
Al2O3,H2O,0.035,40,5.00E-08,1.117833678
CuO,H2O,0.045,40,1.00E-07,1.11785219
CuO,H2O,0.025,45,6.00E-08,1.117985844
Al2O3,H2O,0.03,50,7.00E-08,1.118131176
CuO,H2O,0.025,50,8.00E-08,1.118165213
CuO,H2O,0.03,50,1.00E-07,1.118206162
Al2O3,H2O,0.045,45,9.00E-08,1.118360049
Al2O3,H2O,0.015,55,4.00E-08,1.118434364
CuO,H2O,0.035,40,7.00E-08,1.118473043
CuO,EG,0.02,45,1.00E-07,1.11849737
Al2O3,H2O,0.045,40,7.00E-08,1.118671591
CuO,H2O,0.05,45,1.50E-07,1.118775742
Al2O3,H2O,0.04,50,1.00E-07,1.118990531
Al2O3,H2O,0.05,35,6.00E-08,1.119398304
CuO,EG,0.02,40,5.00E-08,1.11960162
CuO,H2O,0.035,45,9.00E-08,1.11960398
Al2O3,H2O,0.01,50,2.00E-08,1.119622275
CuO,H2O,0.04,35,6.00E-08,1.119654239
CuO,H2O,0.035,35,5.00E-08,1.119660464
Al2O3,H2O,0.04,55,1.25E-07,1.119829734
CuO,EG,0.02,30,2.00E-08,1.119885807
CuO,EG,0.02,35,3.00E-08,1.119968757
Al2O3,H2O,0.03,40,4.00E-08,1.120150459
CuO,EG,0.02,25,1.00E-08,1.120153896
CuO,EG,0.02,45,9.00E-08,1.120176132
Al2O3,H2O,0.025,55,7.00E-08,1.120186601
CuO,H2O,0.03,55,1.25E-07,1.120234536
Al2O3,H2O,0.045,20,2.00E-08,1.120293946
CuO,H2O,0.025,55,1.00E-07,1.120371427
Al2O3,H2O,0.05,40,8.00E-08,1.120458416
Al2O3,H2O,0.02,60,7.00E-08,1.120723291
CuO,H2O,0.02,50,6.00E-08,1.120745607
CuO,H2O,0.02,60,1.00E-07,1.120810581
CuO,H2O,0.045,35,7.00E-08,1.120869483
CuO,H2O,0.045,45,1.25E-07,1.120961681
Al2O3,H2O,0.025,60,9.00E-08,1.120997348
CuO,H2O,0.03,30,3.00E-08,1.121091925
Al2O3,H2O,0.045,35,5.00E-08,1.121200009
CuO,H2O,0.005,45,1.00E-08,1.121260457
CuO,H2O,0.035,55,1.50E-07,1.121442711
CuO,H2O,0.03,35,4.00E-08,1.121804262
Al2O3,H2O,0.05,45,1.00E-07,1.1222099
CuO,EG,0.015,50,5.00E-08,1.122268348
CuO,EG,0.02,45,8.00E-08,1.122274585
CuO,H2O,0.04,40,8.00E-08,1.122630988
CuO,H2O,0.04,25,3.00E-08,1.122726146
CuO,H2O,0.05,30,6.00E-08,1.122823016
Al2O3,H2O,0.015,60,5.00E-08,1.122841775
CuO,H2O,0.05,35,8.00E-08,1.122848146
CuO,EG,0.02,50,1.50E-07,1.122995732
Al2O3,H2O,0.015,50,3.00E-08,1.123261761
CuO,EG,0.015,55,7.00E-08,1.12352073
CuO,EG,0.02,40,4.00E-08,1.123552435
Al2O3,H2O,0.03,45,5.00E-08,1.123552774
CuO,H2O,0.05,20,3.00E-08,1.123600444
CuO,EG,0.01,55,3.00E-08,1.123774563
Al2O3,H2O,0.035,50,8.00E-08,1.123776792
Al2O3,H2O,0.025,45,4.00E-08,1.123888493
CuO,H2O,0.015,60,7.00E-08,1.124522208
CuO,H2O,0.03,25,2.00E-08,1.124522553
Al2O3,H2O,0.035,45,6.00E-08,1.124612245
CuO,H2O,0.025,60,1.25E-07,1.124635458
CuO,H2O,0.045,30,5.00E-08,1.124760149
CuO,H2O,0.03,45,7.00E-08,1.124840735
CuO,EG,0.02,45,7.00E-08,1.124972595
Al2O3,H2O,0.035,55,1.00E-07,1.125026997
CuO,H2O,0.01,45,2.00E-08,1.125324968
Al2O3,H2O,0.05,25,3.00E-08,1.125571771
CuO,EG,0.015,60,1.00E-07,1.125860845
Al2O3,H2O,0.04,35,4.00E-08,1.126055389
Al2O3,H2O,0.05,50,1.25E-07,1.126269503
CuO,H2O,0.04,45,1.00E-07,1.126272846
CuO,H2O,0.05,25,4.00E-08,1.12634273
Al2O3,H2O,0.04,45,7.00E-08,1.126468968
CuO,EG,0.01,50,2.00E-08,1.126544555
Al2O3,H2O,0.04,60,1.50E-07,1.126604601
Al2O3,H2O,0.04,30,3.00E-08,1.126703892
Al2O3,H2O,0.025,40,3.00E-08,1.126722831
CuO,H2O,0.045,40,9.00E-08,1.126788933
Al2O3,H2O,0.02,50,4.00E-08,1.126901247
CuO,EG,0.02,50,1.25E-07,1.126998605
Al2O3,H2O,0.02,45,3.00E-08,1.127014591
CuO,EG,0.01,45,1.00E-08,1.127238553
CuO,EG,0.02,35,2.00E-08,1.127627737
CuO,H2O,0.025,35,3.00E-08,1.128223203
Al2O3,H2O,0.035,60,1.25E-07,1.128364204
CuO,H2O,0.03,60,1.50E-07,1.128460336
CuO,EG,0.02,45,6.00E-08,1.128569943
CuO,H2O,0.03,50,9.00E-08,1.128691537
Al2O3,H2O,0.03,55,8.00E-08,1.128783119
Al2O3,H2O,0.045,45,8.00E-08,1.128823973
Al2O3,H2O,0.03,30,2.00E-08,1.128883716
Al2O3,H2O,0.04,50,9.00E-08,1.128976602
Al2O3,H2O,0.02,55,5.00E-08,1.129089657
CuO,H2O,0.015,45,3.00E-08,1.12938948
CuO,H2O,0.04,20,2.00E-08,1.129717592
Al2O3,H2O,0.03,20,1.00E-08,1.129755809
CuO,H2O,0.04,30,4.00E-08,1.129857157
CuO,H2O,0.015,50,4.00E-08,1.129879362
CuO,H2O,0.045,50,1.50E-07,1.130125055
CuO,EG,0.02,40,3.00E-08,1.130137127
Al2O3,H2O,0.05,30,4.00E-08,1.130166701
Al2O3,H2O,0.025,50,5.00E-08,1.130540733
Al2O3,H2O,0.05,55,1.50E-07,1.130571948
CuO,H2O,0.02,55,7.00E-08,1.130884537
CuO,H2O,0.05,40,1.00E-07,1.130946878
CuO,H2O,0.035,45,8.00E-08,1.130998031
CuO,EG,0.015,55,6.00E-08,1.131288369
CuO,EG,0.015,60,9.00E-08,1.131334718
Al2O3,H2O,0.04,25,2.00E-08,1.131388792
Al2O3,H2O,0.05,45,9.00E-08,1.131511165
CuO,EG,0.02,55,1.50E-07,1.131552379
CuO,H2O,0.025,55,9.00E-08,1.131580305
Al2O3,H2O,0.05,40,7.00E-08,1.131857323
Al2O3,H2O,0.01,60,3.00E-08,1.132137883
CuO,H2O,0.03,40,5.00E-08,1.132188584
CuO,H2O,0.025,50,7.00E-08,1.132208126
Al2O3,H2O,0.045,40,6.00E-08,1.132350279
CuO,H2O,0.04,50,1.25E-07,1.132443316
CuO,H2O,0.025,40,4.00E-08,1.132499011
CuO,H2O,0.02,60,9.00E-08,1.132534033
Al2O3,H2O,0.03,60,1.00E-07,1.132635975
CuO,H2O,0.015,55,5.00E-08,1.132750797
CuO,EG,0.02,50,1.00E-07,1.133002915
CuO,EG,0.01,60,4.00E-08,1.133172084
CuO,H2O,0.035,40,6.00E-08,1.133367615
CuO,H2O,0.02,45,4.00E-08,1.133453991
CuO,EG,0.015,50,4.00E-08,1.133526429
CuO,EG,0.02,45,5.00E-08,1.133606229
Al2O3,H2O,0.05,20,2.00E-08,1.133659941
Al2O3,H2O,0.045,50,1.00E-07,1.133864347
Al2O3,H2O,0.025,60,8.00E-08,1.134081558
CuO,EG,0.025,25,1.50E-07,1.134136104
Al2O3,H2O,0.03,50,6.00E-08,1.134180219
CuO,EG,0.015,45,2.00E-08,1.134199606
CuO,EG,0.02,30,1.00E-08,1.13425656
CuO,EG,0.025,30,1.50E-07,1.134288945
CuO,H2O,0.05,35,7.00E-08,1.134299426
CuO,EG,0.025,25,1.25E-07,1.134365479
CuO,EG,0.005,55,1.00E-08,1.134385249
CuO,H2O,0.05,45,1.25E-07,1.134401868
CuO,EG,0.025,20,1.50E-07,1.13449822
CuO,EG,0.025,20,1.25E-07,1.134577856
CuO,H2O,0.045,35,6.00E-08,1.134611019
CuO,EG,0.025,35,1.50E-07,1.134642986
Al2O3,H2O,0.05,35,5.00E-08,1.134666677
Al2O3,H2O,0.04,40,5.00E-08,1.13466706
CuO,EG,0.025,20,1.00E-07,1.13469731
CuO,EG,0.025,25,1.00E-07,1.134709542
CuO,EG,0.025,20,9.00E-08,1.134763673
CuO,EG,0.025,30,1.25E-07,1.13476797
Al2O3,H2O,0.045,55,1.25E-07,1.13480845
CuO,EG,0.025,20,8.00E-08,1.134846627
CuO,EG,0.025,25,9.00E-08,1.134900688
CuO,EG,0.025,20,7.00E-08,1.134953283
CuO,EG,0.025,20,6.00E-08,1.13509549
CuO,EG,0.025,25,8.00E-08,1.135139621
CuO,EG,0.025,20,5.00E-08,1.13529458
CuO,H2O,0.04,40,7.00E-08,1.135397764
CuO,EG,0.025,35,1.25E-07,1.135408884
CuO,EG,0.025,25,7.00E-08,1.13544682
CuO,EG,0.025,30,1.00E-07,1.135486507
CuO,EG,0.025,20,4.00E-08,1.135593215
CuO,H2O,0.005,60,2.00E-08,1.135713715
CuO,H2O,0.02,40,3.00E-08,1.135788352
Al2O3,H2O,0.01,40,1.00E-08,1.13580097
CuO,EG,0.025,25,6.00E-08,1.135856418
CuO,EG,0.025,30,9.00E-08,1.135885695
Al2O3,H2O,0.025,35,2.00E-08,1.136041015
CuO,EG,0.025,20,3.00E-08,1.13609094
Al2O3,H2O,0.035,55,9.00E-08,1.136235875
CuO,EG,0.025,40,1.50E-07,1.136332641
CuO,EG,0.02,50,9.00E-08,1.136338643
CuO,EG,0.025,30,8.00E-08,1.136384679
CuO,EG,0.025,25,5.00E-08,1.136429856
CuO,EG,0.025,35,1.00E-07,1.136557731
CuO,H2O,0.04,45,9.00E-08,1.136690263
CuO,H2O,0.04,35,5.00E-08,1.136754816
CuO,H2O,0.01,35,1.00E-08,1.136792168
Al2O3,H2O,0.035,35,3.00E-08,1.137018117
CuO,EG,0.025,30,7.00E-08,1.137026231
CuO,EG,0.025,20,2.00E-08,1.137086389
CuO,EG,0.015,40,1.00E-08,1.137110998
Al2O3,H2O,0.015,45,2.00E-08,1.137116638
CuO,EG,0.025,35,9.00E-08,1.137195979
CuO,EG,0.025,25,4.00E-08,1.137290014
Al2O3,H2O,0.025,55,6.00E-08,1.137343046
CuO,EG,0.02,55,1.25E-07,1.137352216
CuO,H2O,0.025,45,5.00E-08,1.137518502
CuO,EG,0.025,40,1.25E-07,1.137649579
Al2O3,H2O,0.035,50,7.00E-08,1.137819705
CuO,EG,0.025,30,6.00E-08,1.137881633
CuO,H2O,0.035,50,1.00E-07,1.137907189
CuO,H2O,0.045,40,8.00E-08,1.137959862
CuO,EG,0.025,35,8.00E-08,1.13799379
CuO,H2O,0.045,25,3.00E-08,1.138066914
CuO,EG,0.015,60,8.00E-08,1.138177059
CuO,H2O,0.05,30,5.00E-08,1.138622388
Al2O3,H2O,0.02,60,6.00E-08,1.13866735
CuO,EG,0.025,25,3.00E-08,1.138723609
CuO,H2O,0.04,55,1.50E-07,1.138791669
CuO,H2O,0.025,20,1.00E-08,1.138893313
CuO,EG,0.025,35,7.00E-08,1.139019546
CuO,EG,0.025,30,5.00E-08,1.139079195
CuO,H2O,0.01,60,4.00E-08,1.139538593
CuO,EG,0.025,40,1.00E-07,1.139624987
CuO,EG,0.025,20,1.00E-08,1.140072738
Al2O3,H2O,0.025,25,1.00E-08,1.140114323
Al2O3,H2O,0.035,40,4.00E-08,1.140175535
CuO,H2O,0.035,55,1.25E-07,1.140273625
CuO,EG,0.025,35,6.00E-08,1.140387221
CuO,H2O,0.025,30,2.00E-08,1.140408367
CuO,EG,0.02,50,8.00E-08,1.140508302
CuO,EG,0.025,40,9.00E-08,1.140722435
CuO,EG,0.025,30,4.00E-08,1.140875539
CuO,H2O,0.05,40,9.00E-08,1.140876592
CuO,EG,0.02,45,4.00E-08,1.141160659
CuO,H2O,0.035,30,3.00E-08,1.141273913
Al2O3,H2O,0.04,50,8.00E-08,1.141459191
CuO,H2O,0.03,45,6.00E-08,1.141583013
CuO,EG,0.025,25,2.00E-08,1.141590799
CuO,H2O,0.02,50,5.00E-08,1.141716357
CuO,H2O,0.03,50,8.00E-08,1.141798255
Al2O3,H2O,0.045,35,4.00E-08,1.141812312
CuO,EG,0.025,45,1.50E-07,1.141826354
CuO,H2O,0.045,45,1.00E-07,1.142056951
CuO,EG,0.025,40,8.00E-08,1.142094246
CuO,H2O,0.035,35,4.00E-08,1.142104972
CuO,EG,0.015,55,5.00E-08,1.142163065
Al2O3,H2O,0.045,45,7.00E-08,1.142277589
CuO,EG,0.025,35,5.00E-08,1.142301966
CuO,H2O,0.01,55,3.00E-08,1.142303146
Al2O3,H2O,0.04,45,6.00E-08,1.142413995
Al2O3,H2O,0.045,60,1.50E-07,1.142430176
Al2O3,H2O,0.045,30,3.00E-08,1.142541878
Al2O3,H2O,0.04,55,1.00E-07,1.142887997
Al2O3,H2O,0.05,45,8.00E-08,1.143137747
CuO,EG,0.02,40,2.00E-08,1.143306511
CuO,H2O,0.015,60,6.00E-08,1.14336347
CuO,EG,0.025,40,7.00E-08,1.143858003
CuO,EG,0.025,30,3.00E-08,1.143869446
Al2O3,H2O,0.02,40,2.00E-08,1.143934184
Al2O3,H2O,0.035,45,5.00E-08,1.144144903
Al2O3,H2O,0.03,55,7.00E-08,1.144223921
CuO,EG,0.025,45,1.25E-07,1.144344497
CuO,H2O,0.03,55,1.00E-07,1.144445713
CuO,H2O,0.05,50,1.50E-07,1.144583395
Al2O3,H2O,0.045,50,9.00E-08,1.145098677
CuO,EG,0.025,35,4.00E-08,1.145174084
Al2O3,H2O,0.03,60,9.00E-08,1.145196817
CuO,H2O,0.035,25,2.00E-08,1.145276312
CuO,H2O,0.02,35,2.00E-08,1.145330006
CuO,H2O,0.025,55,8.00E-08,1.145591403
CuO,H2O,0.035,45,7.00E-08,1.145647524
CuO,EG,0.02,50,7.00E-08,1.145869293
CuO,EG,0.02,60,1.50E-07,1.145918969
CuO,H2O,0.045,20,2.00E-08,1.145932291
CuO,EG,0.02,55,1.00E-07,1.146051972
CuO,H2O,0.045,30,4.00E-08,1.146089301
CuO,EG,0.025,40,6.00E-08,1.146209679
CuO,H2O,0.015,40,2.00E-08,1.146524979
Al2O3,H2O,0.04,60,1.25E-07,1.146701947
CuO,EG,0.015,60,7.00E-08,1.146974354
Al2O3,H2O,0.05,40,6.00E-08,1.147055866
CuO,H2O,0.02,60,8.00E-08,1.147188348
Al2O3,H2O,0.005,55,1.00E-08,1.14756373
Al2O3,H2O,0.045,25,2.00E-08,1.14781239
CuO,H2O,0.02,25,1.00E-08,1.147970923
CuO,EG,0.025,45,1.00E-07,1.148121712
Al2O3,H2O,0.03,45,4.00E-08,1.148666191
Al2O3,H2O,0.05,50,1.00E-07,1.148738164
CuO,H2O,0.045,50,1.25E-07,1.14899873
CuO,EG,0.025,40,5.00E-08,1.149502025
CuO,H2O,0.03,60,1.25E-07,1.14956255
CuO,H2O,0.05,35,6.00E-08,1.149567799
CuO,H2O,0.04,45,8.00E-08,1.149712035
Al2O3,H2O,0.05,55,1.25E-07,1.149787167
CuO,EG,0.025,30,2.00E-08,1.149857259
CuO,H2O,0.035,60,1.50E-07,1.149870392
CuO,EG,0.025,35,3.00E-08,1.149960946
CuO,H2O,0.02,55,6.00E-08,1.150099756
CuO,H2O,0.035,50,9.00E-08,1.150140126
CuO,EG,0.025,25,1.00E-08,1.15019237
CuO,EG,0.025,45,9.00E-08,1.150220165
Al2O3,H2O,0.035,55,8.00E-08,1.150246973
Al2O3,H2O,0.015,35,1.00E-08,1.150332286
Al2O3,H2O,0.035,30,2.00E-08,1.150364335
CuO,EG,0.02,35,1.00E-08,1.150604678
CuO,EG,0.02,55,9.00E-08,1.15088517
Al2O3,H2O,0.025,60,7.00E-08,1.150904113
CuO,H2O,0.025,50,6.00E-08,1.150932009
CuO,H2O,0.025,60,1.00E-07,1.151013226
Al2O3,H2O,0.01,55,2.00E-08,1.151013315
Al2O3,H2O,0.015,60,4.00E-08,1.151103669
Al2O3,H2O,0.035,20,1.00E-08,1.151381777
Al2O3,H2O,0.045,40,5.00E-08,1.151500443
Al2O3,H2O,0.03,40,3.00E-08,1.152067398
CuO,EG,0.015,50,3.00E-08,1.152289896
CuO,H2O,0.045,40,7.00E-08,1.152322484
CuO,H2O,0.04,40,6.00E-08,1.152420131
CuO,EG,0.025,45,8.00E-08,1.152843231
CuO,EG,0.02,50,6.00E-08,1.153017281
CuO,H2O,0.05,40,8.00E-08,1.153288735
CuO,H2O,0.05,25,3.00E-08,1.153407683
Al2O3,H2O,0.02,30,1.00E-08,1.15363407
CuO,EG,0.025,50,1.50E-07,1.153744665
CuO,EG,0.02,45,3.00E-08,1.153751375
CuO,H2O,0.045,45,9.00E-08,1.153776546
CuO,H2O,0.045,35,5.00E-08,1.153849168
CuO,H2O,0.03,35,3.00E-08,1.153867844
CuO,H2O,0.035,40,5.00E-08,1.154220015
CuO,EG,0.025,40,4.00E-08,1.154440544
Al2O3,H2O,0.015,55,3.00E-08,1.1544629
CuO,EG,0.02,60,1.25E-07,1.154677166
Al2O3,H2O,0.035,60,1.00E-07,1.154741971
CuO,H2O,0.015,30,1.00E-08,1.155342193
Al2O3,H2O,0.04,55,9.00E-08,1.155698143
CuO,H2O,0.045,55,1.50E-07,1.156140628
CuO,EG,0.025,45,7.00E-08,1.156215744
Al2O3,H2O,0.035,50,6.00E-08,1.156543589
Al2O3,H2O,0.04,35,3.00E-08,1.156592134
Al2O3,H2O,0.03,50,5.00E-08,1.15664888
CuO,EG,0.02,55,8.00E-08,1.156926667
Al2O3,H2O,0.04,50,7.00E-08,1.157508235
Al2O3,H2O,0.05,35,4.00E-08,1.157569236
CuO,H2O,0.04,50,1.00E-07,1.157608216
CuO,H2O,0.05,45,1.00E-07,1.157841057
CuO,H2O,0.03,55,9.00E-08,1.157896366
Al2O3,H2O,0.02,55,4.00E-08,1.157912486
Al2O3,H2O,0.05,45,7.00E-08,1.15808621
Al2O3,H2O,0.05,60,1.50E-07,1.158255751
Al2O3,H2O,0.05,30,3.00E-08,1.158379865
CuO,EG,0.015,55,4.00E-08,1.158475107
Al2O3,H2O,0.025,50,4.00E-08,1.158626559
CuO,H2O,0.03,50,7.00E-08,1.158649751
